genome_id,Adherence,Aminoglycoside_resistance,Antimicrobial_activity/Competitive_advantage,Beta-lactam_resistance,Biofilm,Chloramphenicol_resistance,Colistin_(Polymyxin)_resistance,Effector_delivery_system,Exoenzyme,Exotoxin,Fluoroquinolone_resistance,Fosfomycin_resistance,ICE,IME,Immune_modulation,Invasion,Macrolide_resistance,Motility,Nutritional/Metabolic_factor,Other_Mobile_Elements,Oxazolidinone_and_Phenicol_Resistance,Phenicol_resistance,Regulation,Stress_survival,Sulfonamide_resistance,Tetracycline_resistance,Resistance_Potential,Mobile_Elements_Potential,Zoonotic_Potential,Virulence_Gene_Count,Final_Classification
1349.1155,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,No Resistance,Presence of Mobile Elements,No Chance,0,Low risk bacteria
1349.1156,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,No Resistance,Presence of Mobile Elements,No Chance,0,Low risk bacteria
1349.116,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,No Resistance,Presence of Mobile Elements,No Chance,0,Low risk bacteria
1349.1253,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,No Resistance,Presence of Mobile Elements,No Chance,0,Low risk bacteria
1349.1291,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,No Resistance,Presence of Mobile Elements,No Chance,0,Low risk bacteria
1349.1292,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,No Resistance,Presence of Mobile Elements,No Chance,0,Low risk bacteria
1349.1293,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,No Resistance,Presence of Mobile Elements,No Chance,0,Low risk bacteria
1349.1294,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,No Resistance,Presence of Mobile Elements,No Chance,0,Low risk bacteria
1349.1295,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,No Resistance,Presence of Mobile Elements,No Chance,0,Low risk bacteria
1349.1296,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,No Resistance,Presence of Mobile Elements,No Chance,0,Low risk bacteria
1349.1298,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,No Resistance,Presence of Mobile Elements,No Chance,0,Low risk bacteria
1349.1299,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,No Resistance,Presence of Mobile Elements,No Chance,0,Low risk bacteria
1349.1301,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,No Resistance,Presence of Mobile Elements,No Chance,0,Low risk bacteria
1349.1302,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,No Resistance,Presence of Mobile Elements,No Chance,0,Low risk bacteria
1349.1311,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,No Resistance,Presence of Mobile Elements,No Chance,0,Low risk bacteria
1349.1312,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,No Resistance,Presence of Mobile Elements,No Chance,0,Low risk bacteria
1349.1313,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,No Resistance,Presence of Mobile Elements,No Chance,0,Low risk bacteria
1349.1314,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,No Resistance,Presence of Mobile Elements,No Chance,0,Low risk bacteria
1349.1315,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,No Resistance,Presence of Mobile Elements,No Chance,0,Low risk bacteria
1349.1316,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,No Resistance,Presence of Mobile Elements,No Chance,0,Low risk bacteria
1349.1317,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,No Resistance,Presence of Mobile Elements,No Chance,0,Low risk bacteria
1349.1318,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,No Resistance,Presence of Mobile Elements,No Chance,0,Low risk bacteria
1349.1319,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,No Resistance,Presence of Mobile Elements,No Chance,0,Low risk bacteria
1349.1321,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,No Resistance,Presence of Mobile Elements,No Chance,0,Low risk bacteria
1349.1322,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,No Resistance,Presence of Mobile Elements,No Chance,0,Low risk bacteria
1349.1323,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,No Resistance,Presence of Mobile Elements,No Chance,0,Low risk bacteria
1349.1324,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,No Resistance,Presence of Mobile Elements,No Chance,0,Low risk bacteria
1349.1325,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,No Resistance,Presence of Mobile Elements,No Chance,0,Low risk bacteria
1349.1326,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,No Resistance,Presence of Mobile Elements,No Chance,0,Low risk bacteria
1349.1327,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,No Resistance,Presence of Mobile Elements,No Chance,0,Low risk bacteria
1349.1328,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,No Resistance,Presence of Mobile Elements,No Chance,0,Low risk bacteria
1349.1329,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,No Resistance,Presence of Mobile Elements,No Chance,0,Low risk bacteria
1349.1331,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Highly Resistant,Presence of Mobile Elements,No Chance,0,Resistance threat bacteria
1349.1332,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,No Resistance,Presence of Mobile Elements,No Chance,0,Low risk bacteria
1349.1333,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,No Resistance,Presence of Mobile Elements,No Chance,0,Low risk bacteria
1349.1334,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Highly Resistant,Presence of Mobile Elements,No Chance,0,Resistance threat bacteria
1349.1335,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Highly Resistant,Presence of Mobile Elements,No Chance,0,Resistance threat bacteria
1349.1336,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,No Resistance,Presence of Mobile Elements,No Chance,0,Low risk bacteria
1349.134,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,No Resistance,Presence of Mobile Elements,No Chance,0,Low risk bacteria
1349.135,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,No Resistance,Presence of Mobile Elements,No Chance,0,Low risk bacteria
1349.136,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,Low??oderate Resistance,Presence of Mobile Elements,No Chance,0,Resistance threat bacteria
1349.138,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,Low??oderate Resistance,Presence of Mobile Elements,No Chance,0,Resistance threat bacteria
1349.139,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,No Resistance,Presence of Mobile Elements,No Chance,0,Low risk bacteria
1349.145,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,No Resistance,Presence of Mobile Elements,No Chance,0,Low risk bacteria
1349.148,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,No Resistance,Presence of Mobile Elements,No Chance,0,Low risk bacteria
1349.185,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,No Resistance,Presence of Mobile Elements,No Chance,0,Low risk bacteria
1349.196,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,Low??oderate Resistance,Presence of Mobile Elements,No Chance,0,Resistance threat bacteria
1349.197,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,Low??oderate Resistance,Presence of Mobile Elements,No Chance,0,Resistance threat bacteria
1349.198,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,No Resistance,Presence of Mobile Elements,No Chance,0,Low risk bacteria
1349.199,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,Low??oderate Resistance,Presence of Mobile Elements,No Chance,0,Resistance threat bacteria
1349.202,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,No Resistance,Presence of Mobile Elements,No Chance,0,Low risk bacteria
1349.203,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,No Resistance,Presence of Mobile Elements,No Chance,0,Low risk bacteria
1349.204,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,Low??oderate Resistance,Presence of Mobile Elements,No Chance,0,Resistance threat bacteria
1349.205,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,No Resistance,Presence of Mobile Elements,No Chance,0,Low risk bacteria
1349.206,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,Highly Resistant,Presence of Mobile Elements,No Chance,0,Resistance threat bacteria
1349.207,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,Low??oderate Resistance,Presence of Mobile Elements,No Chance,0,Resistance threat bacteria
1349.209,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,No Resistance,Presence of Mobile Elements,No Chance,0,Low risk bacteria
1349.211,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,Low??oderate Resistance,Presence of Mobile Elements,No Chance,0,Resistance threat bacteria
1349.212,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,No Resistance,Presence of Mobile Elements,No Chance,0,Low risk bacteria
1349.213,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,No Resistance,Presence of Mobile Elements,No Chance,0,Low risk bacteria
1349.214,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,Low??oderate Resistance,Presence of Mobile Elements,No Chance,0,Resistance threat bacteria
1349.215,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,No Resistance,Presence of Mobile Elements,No Chance,0,Low risk bacteria
1349.218,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,No Resistance,Presence of Mobile Elements,No Chance,0,Low risk bacteria
1349.219,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,Highly Resistant,Presence of Mobile Elements,No Chance,0,Resistance threat bacteria
1349.221,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,Highly Resistant,Presence of Mobile Elements,No Chance,0,Resistance threat bacteria
1349.222,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,No Resistance,Presence of Mobile Elements,No Chance,0,Low risk bacteria
1349.223,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,No Resistance,Presence of Mobile Elements,No Chance,0,Low risk bacteria
1349.226,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,No Resistance,Presence of Mobile Elements,No Chance,0,Low risk bacteria
1349.227,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,No Resistance,Presence of Mobile Elements,No Chance,0,Low risk bacteria
1349.228,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,Low??oderate Resistance,Presence of Mobile Elements,No Chance,0,Resistance threat bacteria
1349.229,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,Low??oderate Resistance,Presence of Mobile Elements,No Chance,0,Resistance threat bacteria
1349.231,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,No Resistance,Presence of Mobile Elements,No Chance,0,Low risk bacteria
1349.232,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,No Resistance,Presence of Mobile Elements,No Chance,0,Low risk bacteria
1349.233,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,No Resistance,Presence of Mobile Elements,No Chance,0,Low risk bacteria
1349.242,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,No Resistance,Presence of Mobile Elements,No Chance,0,Low risk bacteria
1349.33,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,Low??oderate Resistance,Presence of Mobile Elements,No Chance,0,Resistance threat bacteria
1349.35,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,No Resistance,Presence of Mobile Elements,No Chance,0,Low risk bacteria
1349.39,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,No Resistance,Presence of Mobile Elements,No Chance,0,Low risk bacteria
1349.42,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,No Resistance,Presence of Mobile Elements,No Chance,0,Low risk bacteria
1349.47,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,No Resistance,Presence of Mobile Elements,No Chance,0,Low risk bacteria
1349.57,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,No Resistance,Presence of Mobile Elements,No Chance,0,Low risk bacteria
1349.575,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,No Resistance,Presence of Mobile Elements,No Chance,0,Low risk bacteria
1349.587,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,No Resistance,Presence of Mobile Elements,No Chance,0,Low risk bacteria
1349.589,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,No Resistance,Presence of Mobile Elements,No Chance,0,Low risk bacteria
1349.591,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,No Resistance,Presence of Mobile Elements,No Chance,0,Low risk bacteria
1349.594,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,No Resistance,Presence of Mobile Elements,No Chance,0,Low risk bacteria
1349.601,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,No Resistance,Presence of Mobile Elements,No Chance,0,Low risk bacteria
1349.607,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,No Resistance,Presence of Mobile Elements,No Chance,0,Low risk bacteria
1349.61,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,No Resistance,Presence of Mobile Elements,No Chance,0,Low risk bacteria
1349.616,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,No Resistance,Presence of Mobile Elements,No Chance,0,Low risk bacteria
1349.618,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,No Resistance,Presence of Mobile Elements,No Chance,0,Low risk bacteria
1349.621,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,No Resistance,Presence of Mobile Elements,No Chance,0,Low risk bacteria
1349.622,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,No Resistance,Presence of Mobile Elements,No Chance,0,Low risk bacteria
1349.633,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,No Resistance,Presence of Mobile Elements,No Chance,0,Low risk bacteria
1349.635,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,No Resistance,Presence of Mobile Elements,No Chance,0,Low risk bacteria
1349.636,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,No Resistance,Presence of Mobile Elements,No Chance,0,Low risk bacteria
1349.637,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,No Resistance,Presence of Mobile Elements,No Chance,0,Low risk bacteria
1349.639,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,No Resistance,Presence of Mobile Elements,No Chance,0,Low risk bacteria
1349.642,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,No Resistance,Presence of Mobile Elements,No Chance,0,Low risk bacteria
1349.645,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,No Resistance,Presence of Mobile Elements,No Chance,0,Low risk bacteria
1349.646,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,No Resistance,Presence of Mobile Elements,No Chance,0,Low risk bacteria
1349.647,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,No Resistance,Presence of Mobile Elements,No Chance,0,Low risk bacteria
1349.654,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,No Resistance,Presence of Mobile Elements,No Chance,0,Low risk bacteria
1349.656,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,No Resistance,Presence of Mobile Elements,No Chance,0,Low risk bacteria
1349.657,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,No Resistance,Presence of Mobile Elements,No Chance,0,Low risk bacteria
1349.658,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,No Resistance,Presence of Mobile Elements,No Chance,0,Low risk bacteria
1349.659,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,No Resistance,Presence of Mobile Elements,No Chance,0,Low risk bacteria
1349.662,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,No Resistance,Presence of Mobile Elements,No Chance,0,Low risk bacteria
1349.664,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,No Resistance,Presence of Mobile Elements,No Chance,0,Low risk bacteria
1349.665,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,No Resistance,Presence of Mobile Elements,No Chance,0,Low risk bacteria
1349.671,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,No Resistance,Presence of Mobile Elements,No Chance,0,Low risk bacteria
1349.677,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,No Resistance,Presence of Mobile Elements,No Chance,0,Low risk bacteria
1349.684,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,No Resistance,Presence of Mobile Elements,No Chance,0,Low risk bacteria
1349.696,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,No Resistance,Presence of Mobile Elements,No Chance,0,Low risk bacteria
1349.702,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,No Resistance,Presence of Mobile Elements,No Chance,0,Low risk bacteria
1349.705,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,No Resistance,Presence of Mobile Elements,No Chance,0,Low risk bacteria
1349.717,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,No Resistance,Presence of Mobile Elements,No Chance,0,Low risk bacteria
1349.722,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,No Resistance,Presence of Mobile Elements,No Chance,0,Low risk bacteria
1349.724,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,No Resistance,Presence of Mobile Elements,No Chance,0,Low risk bacteria
1349.726,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,No Resistance,Presence of Mobile Elements,No Chance,0,Low risk bacteria
1349.727,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,No Resistance,Presence of Mobile Elements,No Chance,0,Low risk bacteria
1349.728,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,No Resistance,Presence of Mobile Elements,No Chance,0,Low risk bacteria
1349.73,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,Highly Resistant,Presence of Mobile Elements,No Chance,0,Resistance threat bacteria
1349.741,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,No Resistance,Presence of Mobile Elements,No Chance,0,Low risk bacteria
1349.743,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,No Resistance,Presence of Mobile Elements,No Chance,0,Low risk bacteria
1349.744,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,No Resistance,Presence of Mobile Elements,No Chance,0,Low risk bacteria
1349.747,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,No Resistance,Presence of Mobile Elements,No Chance,0,Low risk bacteria
1349.75,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,Low??oderate Resistance,Presence of Mobile Elements,No Chance,0,Resistance threat bacteria
1349.754,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,No Resistance,Presence of Mobile Elements,No Chance,0,Low risk bacteria
1349.757,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,No Resistance,Presence of Mobile Elements,No Chance,0,Low risk bacteria
1349.772,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,No Resistance,Presence of Mobile Elements,No Chance,0,Low risk bacteria
1349.783,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,No Resistance,Presence of Mobile Elements,No Chance,0,Low risk bacteria
1349.786,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,No Resistance,Presence of Mobile Elements,No Chance,0,Low risk bacteria
1349.789,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,No Resistance,Presence of Mobile Elements,No Chance,0,Low risk bacteria
1349.793,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,No Resistance,Presence of Mobile Elements,No Chance,0,Low risk bacteria
1349.797,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,No Resistance,Presence of Mobile Elements,No Chance,0,Low risk bacteria
1349.804,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,No Resistance,Presence of Mobile Elements,No Chance,0,Low risk bacteria
1349.825,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,No Resistance,Presence of Mobile Elements,No Chance,0,Low risk bacteria
1349.828,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,No Resistance,Presence of Mobile Elements,No Chance,0,Low risk bacteria
1349.834,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,No Resistance,Presence of Mobile Elements,No Chance,0,Low risk bacteria
1349.84,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,No Resistance,Presence of Mobile Elements,No Chance,0,Low risk bacteria
1349.867,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,No Resistance,Presence of Mobile Elements,No Chance,0,Low risk bacteria
1349.869,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,No Resistance,Presence of Mobile Elements,No Chance,0,Low risk bacteria
1349.871,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,No Resistance,Presence of Mobile Elements,No Chance,0,Low risk bacteria
1349.877,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,No Resistance,Presence of Mobile Elements,No Chance,0,Low risk bacteria
1349.885,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,No Resistance,Presence of Mobile Elements,No Chance,0,Low risk bacteria
1349.892,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,No Resistance,Presence of Mobile Elements,No Chance,0,Low risk bacteria
1349.988,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,Low??oderate Resistance,Presence of Mobile Elements,No Chance,0,Resistance threat bacteria
